f_MHz,S11_dB,Re_Zin,Im_Zin
3.052627200000000016e+02,-6.443123183203550153e-02,2.168134138509173747e-01,2.056306698141736078e+01
3.054796799999999735e+02,-6.571644753053941523e-02,2.211446328077253942e-01,2.056513719551377051e+01
3.056966400000000021e+02,-6.657270817976036759e-02,2.240317922845241061e-01,2.056695845499437070e+01
3.059135999999999740e+02,-6.699563956064763515e-02,2.254604396013883960e-01,2.056865948679817890e+01
3.061305600000000027e+02,-6.698428624550577248e-02,2.254276575422232698e-01,2.057036944716818994e+01
3.063475199999999745e+02,-6.654110529966407450e-02,2.239420148276352884e-01,2.057221686824724216e+01
3.065644800000000032e+02,-6.567193026986933857e-02,2.210234169113442504e-01,2.057432861963469506e+01
3.067814399999999750e+02,-6.438590596632673413e-02,2.167028599728276217e-01,2.057682889490373768e+01
3.069984000000000037e+02,-6.269539489053159442e-02,2.110220920661898536e-01,2.057983823256142486e+01
3.072153599999999756e+02,-6.061585648892357098e-02,2.040331863762344655e-01,2.058347258028469184e+01
3.074323200000000043e+02,-5.816570071779503248e-02,1.957980324146954831e-01,2.058784241050773645e+01
3.076492799999999761e+02,-5.536611767923263483e-02,1.863877517403162987e-01,2.059305189458633478e+01
3.078662400000000048e+02,-5.224088533108822707e-02,1.758820454131473920e-01,2.059919814184769038e+01
3.080831999999999766e+02,-4.881615747657776228e-02,1.643684808712927437e-01,2.060637050887037347e+01
3.083001600000000053e+02,-4.512023440418836545e-02,1.519417262650675504e-01,2.061464998335166854e+01
3.085171199999999772e+02,-4.118331867058315499e-02,1.387027404889703830e-01,2.062410864592787618e+01
3.087340800000000058e+02,-3.703725859925292851e-02,1.247579272253393906e-01,2.063480921234156895e+01
3.089510399999999777e+02,-3.271528210854635771e-02,1.102182612711437582e-01,2.064680465741101045e+01
3.091680000000000064e+02,-2.825172348171785600e-02,9.519839525744615283e-02,2.066013792137113114e+01
3.093849599999999782e+02,-2.368174565673806728e-02,7.981575461985804254e-02,2.067484169833201690e+01
3.096019200000000069e+02,-1.904106054414729521e-02,6.418962833950124514e-02,2.069093830585492100e+01
3.098188799999999787e+02,-1.436564978372693521e-02,4.844026257115857659e-02,2.070843963397718213e+01
3.100358400000000074e+02,-9.691488228225020318e-03,3.268796381928410627e-02,2.072734717143996619e+01
3.102527999999999793e+02,-5.054272299778807959e-03,1.705221783078449474e-02,2.074765210637860946e+01
3.104697600000000079e+02,-4.891552083185333371e-04,1.650829865560950096e-03,2.076933549833147197e+01
3.106867199999999798e+02,3.969509147785002523e-03,-1.340090851623833984e-02,2.079236851810059861e+01
3.109036800000000085e+02,8.288411951814523768e-03,-2.799102152035197119e-02,2.081671275175486713e+01
3.111206399999999803e+02,1.243552343869020436e-02,-4.201161590439247973e-02,2.084232056489283380e+01
3.113376000000000090e+02,1.638031376829745395e-02,-5.535960881891911767e-02,2.086913552317521692e+01
3.115545599999999808e+02,2.009395967481189191e-02,-6.793741347435736100e-02,2.089709286507797259e+01
3.117715200000000095e+02,2.354953592696120909e-02,-7.965357980283095662e-02,2.092612002280851513e+01
3.119884799999999814e+02,2.672219078609159443e-02,-9.042338763889680442e-02,2.095613718734531972e+01
3.122054400000000101e+02,2.958930479003285541e-02,-1.001693902552506510e-01,2.098705791360795203e+01
3.124223999999999819e+02,3.213063232022416588e-02,-1.088219063611343129e-01,2.101878976181927783e+01
3.126393600000000106e+02,3.432842552519680540e-02,-1.163194588977359556e-01,2.105123497118760412e+01
3.128563199999999824e+02,3.616754027815043127e-02,-1.226091591598915537e-01,2.108429116208835552e+01
3.130732800000000111e+02,3.763552393733435308e-02,-1.276470349311352448e-01,2.111785206297499684e+01
3.132902399999999830e+02,3.872268475948005551e-02,-1.313983014569998775e-01,2.115180825827297895e+01
3.135072000000000116e+02,3.942214288540182854e-02,-1.338375741916514039e-01,2.118604795351834724e+01
3.137241599999999835e+02,3.972986288056264137e-02,-1.349490223634519648e-01,2.122045775397798906e+01
3.139411200000000122e+02,3.964466786685186261e-02,-1.347264625009087502e-01,2.125492345294266272e+01
3.141580799999999840e+02,3.916823533258569079e-02,-1.331733911695186789e-01,2.128933082580303804e+01
3.143750400000000127e+02,3.830507475415059065e-02,-1.303029562890520299e-01,2.132356642591639684e+01
3.145919999999999845e+02,3.706248720793498680e-02,-1.261378665400623988e-01,2.135751837814309440e+01
3.148089600000000132e+02,3.545050719811816686e-02,-1.207102385406177703e-01,2.139107716578159568e+01
3.150259199999999851e+02,3.348182697396223650e-02,-1.140613816762035132e-01,2.142413640646983097e+01
3.152428800000000138e+02,3.117170366401296466e-02,-1.062415207134875111e-01,2.145659361245124330e+01
3.154598399999999856e+02,2.853784961288565597e-02,-9.730945661674143821e-02,2.148835093043449973e+01
3.156768000000000143e+02,2.560030637321250579e-02,-8.733216632691623293e-02,2.151931585611940179e+01
3.158937599999999861e+02,2.238130287881912386e-02,-7.638434264856798495e-02,2.154940191832328011e+01
3.161107200000000148e+02,1.890509840860692126e-02,-6.454787582695584169e-02,2.157852932753639408e+01
3.163276799999999866e+02,1.519781104297571010e-02,-5.191127888029520993e-02,2.160662558366741948e+01
3.165446400000000153e+02,1.128723241547418057e-02,-3.856905927443345788e-02,2.163362603772814197e+01
3.167615999999999872e+02,7.202629672659377306e-03,-2.462104008792486906e-02,2.165947440225234644e+01
3.169785600000000159e+02,2.974535672576126243e-03,-1.017163440043070133e-02,2.168412320536053528e+01
3.171955199999999877e+02,-1.365471424129014507e-03,4.670922759656063843e-03,2.170753418357915621e+01
3.174124800000000164e+02,-5.784997888071291040e-03,1.979537996469339992e-02,2.172967860880106272e+01
3.176294399999999882e+02,-1.025107206694085560e-02,3.508830689046176649e-02,2.175053754514027560e+01
3.178464000000000169e+02,-1.473038840088814784e-02,5.043495765191385177e-02,2.177010203189520965e+01
3.180633599999999888e+02,-1.918955613788298625e-02,6.572015331031917651e-02,2.178837318937887346e+01
3.182803200000000174e+02,-2.359535096026465703e-02,8.082917640369076395e-02,2.180536224501186382e+01
3.184972799999999893e+02,-2.791496762375934165e-02,9.564866993108812887e-02,2.182109047778839184e+01
3.187142400000000180e+02,-3.211627161441007322e-02,1.100675328828728261e-01,2.183558908001657173e+01
3.189311999999999898e+02,-3.616804775054855564e-02,1.239778041655990870e-01,2.184889893608396250e+01
3.191481600000000185e+02,-4.004024359904345687e-02,1.372755266317416123e-01,2.186107031890065144e+01
3.193651199999999903e+02,-4.370420554103472688e-02,1.498615829016731738e-01,2.187216250560532060e+01
3.195820800000000190e+02,-4.713290531628645808e-02,1.616424947673068546e-01,2.188224331506940956e+01
3.197990399999999909e+02,-5.030115489617195679e-02,1.725311781882976625e-01,2.189138857068210697e+01
3.200160000000000196e+02,-5.318580759002318470e-02,1.824476462488699990e-01,2.189968149282480780e+01
3.202329599999999914e+02,-5.576594337356045872e-02,1.913196529157372983e-01,2.190721202632878573e+01
3.204499200000000201e+02,-5.802303654619293816e-02,1.990832710341791656e-01,2.191407610903487324e+01
3.206668799999999919e+02,-5.994110397315625255e-02,2.056833987027899546e-01,2.192037488832258063e+01
3.208838400000000206e+02,-6.150683234765515900e-02,2.110741889674654370e-01,2.192621389312793667e+01
3.211007999999999925e+02,-6.270968311613905888e-02,2.152193986597319975e-01,2.193170216951718743e+01
3.213177600000000211e+02,-6.354197394180771674e-02,2.180926531512264177e-01,2.193695138830712921e+01
