f_MHz,S11_dB,Re_Zin,Im_Zin
1.937249999999999943e+02,2.975071263656745360e-02,-9.622310099250244719e-02,1.758663832608063515e+01
1.938824999999999932e+02,2.931914400518781730e-02,-9.484607368488973123e-02,1.760246480512937595e+01
1.940399999999999920e+02,2.888921366795079576e-02,-9.347380275651837045e-02,1.761828477314770680e+01
1.941974999999999909e+02,2.846093133236051939e-02,-9.210632250296292567e-02,1.763409835852118590e+01
1.943549999999999898e+02,2.803430640936813850e-02,-9.074366628006982904e-02,1.764990568900422474e+01
1.945124999999999886e+02,2.760934801789104859e-02,-8.938586651764773849e-02,1.766570689172112552e+01
1.946699999999999875e+02,2.718606498986675044e-02,-8.803295473508176983e-02,1.768150209316779353e+01
1.948274999999999864e+02,2.676446587461292145e-02,-8.668496155459701202e-02,1.769729141921299131e+01
1.949850000000000136e+02,2.634455894371639378e-02,-8.534191671631574660e-02,1.771307499510018957e+01
1.951425000000000125e+02,2.592635219531659943e-02,-8.400384909139502199e-02,1.772885294544920498e+01
1.953000000000000114e+02,2.550985335875258914e-02,-8.267078669627245247e-02,1.774462539425809737e+01
1.954575000000000102e+02,2.509506989889860595e-02,-8.134275670600145391e-02,1.776039246490520895e+01
1.956150000000000091e+02,2.468200902051704768e-02,-8.001978546763226230e-02,1.777615428015126042e+01
1.957725000000000080e+02,2.427067767254802166e-02,-7.870189851337773546e-02,1.779191096214128720e+01
1.959300000000000068e+02,2.386108255225077163e-02,-7.738912057334322581e-02,1.780766263240738212e+01
1.960875000000000057e+02,2.345323010955479778e-02,-7.608147558894104434e-02,1.782340941187070626e+01
1.962450000000000045e+02,2.304712655093580503e-02,-7.477898672481288200e-02,1.783915142084405403e+01
1.964025000000000034e+02,2.264277784355701179e-02,-7.348167638153677017e-02,1.785488877903464555e+01
1.965600000000000023e+02,2.224018971924111854e-02,-7.218956620795602408e-02,1.787062160554633650e+01
1.967175000000000011e+02,2.183936767838439222e-02,-7.090267711310503651e-02,1.788635001888289366e+01
1.968750000000000000e+02,2.144031699377828282e-02,-6.962102927811691933e-02,1.790207413695019056e+01
1.970324999999999989e+02,2.104304271442507951e-02,-6.834464216791150126e-02,1.791779407705986316e+01
1.971899999999999977e+02,2.064754966928788668e-02,-6.707353454279886551e-02,1.793350995593156227e+01
1.973474999999999966e+02,2.025384247102311047e-02,-6.580772446998572889e-02,1.794922188969632870e+01
1.975049999999999955e+02,1.986192551945674400e-02,-6.454722933427052556e-02,1.796492999389990075e+01
1.976624999999999943e+02,1.947180300529313332e-02,-6.329206584959433390e-02,1.798063438350530063e+01
1.978199999999999932e+02,1.908347891362528054e-02,-6.204225006976919754e-02,1.799633517289678863e+01
1.979774999999999920e+02,1.869695702730621648e-02,-6.079779739895385671e-02,1.801203247588258805e+01
1.981349999999999909e+02,1.831224093043159681e-02,-5.955872260243971761e-02,1.802772640569856932e+01
1.982924999999999898e+02,1.792933401163522220e-02,-5.832503981678945765e-02,1.804341707501163228e+01
1.984499999999999886e+02,1.754823946752271518e-02,-5.709676256053575899e-02,1.805910459592298878e+01
1.986074999999999875e+02,1.716896030571784040e-02,-5.587390374348014804e-02,1.807478907997215956e+01
1.987649999999999864e+02,1.679149934822210186e-02,-5.465647567723958683e-02,1.809047063813968137e+01
1.989225000000000136e+02,1.641585923451781975e-02,-5.344449008475618546e-02,1.810614938085189962e+01
1.990800000000000125e+02,1.604204242462061933e-02,-5.223795810979071225e-02,1.812182541798364710e+01
1.992375000000000114e+02,1.567005120217369873e-02,-5.103689032648386220e-02,1.813749885886234381e+01
1.993950000000000102e+02,1.529988767743948631e-02,-4.984129674868009729e-02,1.815316981227202575e+01
1.995525000000000091e+02,1.493155379029072367e-02,-4.865118683915365533e-02,1.816883838645660632e+01
1.997100000000000080e+02,1.456505131299099497e-02,-4.746656951822002257e-02,1.818450468912418572e+01
1.998675000000000068e+02,1.420038185317294699e-02,-4.628745317303840229e-02,1.820016882745050779e+01
2.000250000000000057e+02,1.383754685661750528e-02,-4.511384566617920866e-02,1.821583090808325167e+01
2.001825000000000045e+02,1.347654760994573299e-02,-4.394575434402880204e-02,1.823149103714588293e+01
2.003400000000000034e+02,1.311738524346784361e-02,-4.278318604555994553e-02,1.824714932024137326e+01
2.004975000000000023e+02,1.276006073369835049e-02,-4.162614711022697561e-02,1.826280586245641402e+01
2.006550000000000011e+02,1.240457490615349406e-02,-4.047464338662336986e-02,1.827846076836563682e+01
2.008125000000000000e+02,1.205092843784170281e-02,-3.932868024019518099e-02,1.829411414203524799e+01
2.009699999999999989e+02,1.169912185974356957e-02,-3.818826256098992872e-02,1.830976608702740549e+01
2.011274999999999977e+02,1.134915555946241356e-02,-3.705339477189133895e-02,1.832541670640431164e+01
2.012849999999999966e+02,1.100102978359663447e-02,-3.592408083594939711e-02,1.834106610273213533e+01
2.014424999999999955e+02,1.065474464013814807e-02,-3.480032426394116113e-02,1.835671437808550266e+01
2.015999999999999943e+02,1.031030010090072495e-02,-3.368212812181307914e-02,1.837236163405133027e+01
2.017574999999999932e+02,9.967696003797160351e-03,-3.256949503784231648e-02,1.838800797173334090e+01
2.019149999999999920e+02,9.626932055252277950e-03,-3.146242721012865173e-02,1.840365349175581855e+01
2.020724999999999909e+02,9.288007832333711536e-03,-3.036092641325306013e-02,1.841929829426840470e+01
2.022299999999999898e+02,8.950922784964522247e-03,-2.926499400510678209e-02,1.843494247894984639e+01
2.023874999999999886e+02,8.615676238248491312e-03,-2.817463093418954428e-02,1.845058614501255434e+01
2.025449999999999875e+02,8.282267394522747211e-03,-2.708983774600541572e-02,1.846622939120675966e+01
2.027024999999999864e+02,7.950695335401620351e-03,-2.601061458940892926e-02,1.848187231582468115e+01
2.028600000000000136e+02,7.620959023979376711e-03,-2.493696122349769312e-02,1.849751501670502307e+01
2.030175000000000125e+02,7.293057306733199095e-03,-2.386887702349106341e-02,1.851315759123703231e+01
2.031750000000000114e+02,6.966988915662087299e-03,-2.280636098749308158e-02,1.852880013636516665e+01
2.033325000000000102e+02,6.642752470151024047e-03,-2.174941174221040399e-02,1.854444274859289621e+01
2.034900000000000091e+02,6.320346478934195378e-03,-2.069802754916502674e-02,1.856008552398747113e+01
2.036475000000000080e+02,5.999769341976137794e-03,-1.965220631048957348e-02,1.857572855818403923e+01
2.038050000000000068e+02,5.681019352342073746e-03,-1.861194557481329545e-02,1.859137194639001578e+01
2.039625000000000057e+02,5.364094698082490058e-03,-1.757724254310342668e-02,1.860701578338932194e+01
2.041200000000000045e+02,5.048993463948842769e-03,-1.654809407410128344e-02,1.862266016354681497e+01
2.042775000000000034e+02,4.735713633227540617e-03,-1.552449668994385079e-02,1.863830518081282150e+01
2.044350000000000023e+02,4.424253089391511941e-03,-1.450644658139066748e-02,1.865395092872696381e+01
2.045925000000000011e+02,4.114609617929801053e-03,-1.349393961353795302e-02,1.866959750042298793e+01
2.047500000000000000e+02,3.806780907915666319e-03,-1.248697133068861140e-02,1.868524498863284578e+01
2.049074999999999989e+02,3.500764553694849044e-03,-1.148553696163739576e-02,1.870089348569111110e+01
2.050649999999999977e+02,3.196558056499300849e-03,-1.048963142472192703e-02,1.871654308353941332e+01
2.052224999999999966e+02,2.894158826024901231e-03,-9.499249332727287970e-03,1.873219387373059064e+01
2.053799999999999955e+02,2.593564181998220773e-03,-8.514384997853403914e-03,1.874784594743303501e+01
2.055374999999999943e+02,2.294771355741955562e-03,-7.535032436512292126e-03,1.876349939543521117e+01
2.056949999999999932e+02,1.997777491575128319e-03,-6.561185373782231489e-03,1.877915430814995545e+01
2.058524999999999920e+02,1.702579648398953307e-03,-5.592837248339560530e-03,1.879481077561852942e+01
2.060099999999999909e+02,1.409174801059596711e-03,-4.629981216653367149e-03,1.881046888751532009e+01
2.061674999999999898e+02,1.117559841881162180e-03,-3.672610157958167143e-03,1.882612873315169111e+01
2.063249999999999886e+02,8.277315819176793606e-04,-2.720716677935768046e-03,1.884179040148097073e+01
2.064824999999999875e+02,5.396867524119330472e-04,-1.774293113492746155e-03,1.885745398110200455e+01
2.066399999999999864e+02,2.534220061969627027e-04,-8.333315369900076708e-04,1.887311956026404047e+01
2.067975000000000136e+02,-3.106608114879920478e-05,1.021762400760239942e-04,1.888878722687077527e+01
2.069550000000000125e+02,-3.137810098170898594e-04,1.032238662409382113e-03,1.890445706848440821e+01
2.071125000000000114e+02,-5.947263546956999599e-04,1.956864427628358938e-03,1.892012917233049407e+01
2.072700000000000102e+02,-8.739057639100931843e-04,2.876062481616953326e-03,1.893580362530174810e+01
2.074275000000000091e+02,-1.151322957721383081e-03,3.789842015164850142e-03,1.895148051396246558e+01
2.075850000000000080e+02,-1.426981727350592208e-03,4.698212460224712728e-03,1.896715992455291300e+01
2.077425000000000068e+02,-1.700885933652023169e-03,5.601183485754716862e-03,1.898284194299303351e+01
2.079000000000000057e+02,-1.973039506178752775e-03,6.498764994869114797e-03,1.899852665488761971e+01
2.080575000000000045e+02,-2.243446441769330821e-03,7.390967120346592090e-03,1.901421414552964251e+01
2.082150000000000034e+02,-2.512110803640445547e-03,8.277800221814408943e-03,1.902990449990498334e+01
2.083725000000000023e+02,-2.779036720277631295e-03,9.159274882309192956e-03,1.904559780269658731e+01
2.085300000000000011e+02,-3.044228384222372186e-03,1.003540190440478652e-02,1.906129413828826813e+01
2.086875000000000000e+02,-3.307690051145333911e-03,1.090619230740740020e-02,1.907699359076976720e+01
2.088449999999999989e+02,-3.569426038743662034e-03,1.177165732386459274e-02,1.909269624393983733e+01
2.090024999999999977e+02,-3.829440725773966461e-03,1.263180839651211612e-02,1.910840218131139778e+01
2.091599999999999966e+02,-4.087738551025139194e-03,1.348665717511426249e-02,1.912411148611508693e+01
2.093174999999999955e+02,-4.344324012357413806e-03,1.433621551343151196e-02,1.913982424130356108e+01
2.094749999999999943e+02,-4.599201665733380559e-03,1.518049546617954854e-02,1.915554052955594244e+01
2.096324999999999932e+02,-4.852376124218773547e-03,1.601950928596602639e-02,1.917126043328149620e+01
2.097899999999999920e+02,-5.103852057208720268e-03,1.685326942080327475e-02,1.918698403462393642e+01
2.099474999999999909e+02,-5.353634189378722250e-03,1.768178851085617023e-02,1.920271141546574967e+01
2.101049999999999898e+02,-5.601727299869786042e-03,1.850507938590890272e-02,1.921844265743195734e+01
2.102624999999999886e+02,-5.848136221383555891e-03,1.932315506251458190e-02,1.923417784189452817e+01
2.104199999999999875e+02,-6.092865839350493883e-03,2.013602874145659083e-02,1.924991704997618669e+01
2.105774999999999864e+02,-6.335921091102614602e-03,2.094371380506578756e-02,1.926566036255458769e+01
2.107350000000000136e+02,-6.577306964942710582e-03,2.174622381441340332e-02,1.928140786026648712e+01
2.108925000000000125e+02,-6.817028499594497866e-03,2.254357250754302280e-02,1.929715962351167846e+01
2.110500000000000114e+02,-7.055090783062885340e-03,2.333577379591064704e-02,1.931291573245711390e+01
2.112075000000000102e+02,-7.291498952188833413e-03,2.412284176305501751e-02,1.932867626704068442e+01
2.113650000000000091e+02,-7.526258191644237885e-03,2.490479066137616868e-02,1.934444130697572461e+01
2.115225000000000080e+02,-7.759373733314565286e-03,2.568163491029196860e-02,1.936021093175444818e+01
2.116800000000000068e+02,-7.990850855573154721e-03,2.645338909393397595e-02,1.937598522065250961e+01
2.118375000000000057e+02,-8.220694882474248802e-03,2.722006795863745471e-02,1.939176425273258886e+01
2.119950000000000045e+02,-8.448911183148499759e-03,2.798168641107512747e-02,1.940754810684843790e+01
2.121525000000000034e+02,-8.675505171043831898e-03,2.873825951590566752e-02,1.942333686164913686e+01
2.123100000000000023e+02,-8.900482303267462716e-03,2.948980249366282835e-02,1.943913059558253664e+01
2.124675000000000011e+02,-9.123848079956689214e-03,3.023633071889201412e-02,1.945492938689978857e+01
2.126250000000000000e+02,-9.345608043588679581e-03,3.097785971793365692e-02,1.947073331365893623e+01
2.127824999999999989e+02,-9.565767778407847921e-03,3.171440516719570279e-02,1.948654245372879146e+01
2.129399999999999977e+02,-9.784332909661909786e-03,3.244598289072303521e-02,1.950235688479309815e+01
2.130974999999999966e+02,-1.000130910316022158e-02,3.317260885889670996e-02,1.951817668435432296e+01
2.132549999999999955e+02,-1.021670206455003137e-02,3.389429918612293924e-02,1.953400192973753846e+01
2.134124999999999943e+02,-1.043051753880885890e-02,3.461107012933851979e-02,1.954983269809437019e+01
2.135699999999999932e+02,-1.064276130961793083e-02,3.532293808598010315e-02,1.956566906640680870e+01
2.137274999999999920e+02,-1.085343919879440400e-02,3.602991959229223662e-02,1.958151111149115664e+01
2.138849999999999909e+02,-1.106255706579001470e-02,3.673203132175171387e-02,1.959735891000194385e+01
2.140424999999999898e+02,-1.127012080707183971e-02,3.742929008317782968e-02,1.961321253843553336e+01
2.141999999999999886e+02,-1.147613635570758107e-02,3.812171281940061884e-02,1.962907207313439173e+01
2.143574999999999875e+02,-1.168060968065721614e-02,3.880931660514525677e-02,1.964493759029046061e+01
2.145149999999999864e+02,-1.188354678647583068e-02,3.949211864604285083e-02,1.966080916594948746e+01
2.146725000000000136e+02,-1.208495371265617610e-02,4.017013627667770370e-02,1.967668687601436517e+01
2.148300000000000125e+02,-1.228483653320286417e-02,4.084338695920340656e-02,1.969257079624934192e+01
2.149875000000000114e+02,-1.248320135616876915e-02,4.151188828198434239e-02,1.970846100228353137e+01
2.151450000000000102e+02,-1.268005432309668445e-02,4.217565795783056321e-02,1.972435756961487030e+01
2.153025000000000091e+02,-1.287540160870715399e-02,4.283471382307316166e-02,1.974026057361420428e+01
2.154600000000000080e+02,-1.306924942026166554e-02,4.348907383560329798e-02,1.975617008952843179e+01
2.156175000000000068e+02,-1.326160399725898054e-02,4.413875607390496669e-02,1.977208619248476751e+01
2.157750000000000057e+02,-1.345247161095845800e-02,4.478377873567718215e-02,1.978800895749442645e+01
2.159325000000000045e+02,-1.364185856393227564e-02,4.542416013636835920e-02,1.980393845945642539e+01
2.160900000000000034e+02,-1.382977118971607557e-02,4.605991870821160572e-02,1.981987477316132029e+01
2.162475000000000023e+02,-1.401621585226732122e-02,4.669107299846446402e-02,1.983581797329470930e+01
2.164050000000000011e+02,-1.420119894572007511e-02,4.731764166877627104e-02,1.985176813444159549e+01
2.165625000000000000e+02,-1.438472689391178359e-02,4.793964349364809169e-02,1.986772533108948480e+01
2.167199999999999989e+02,-1.456680614996210682e-02,4.855709735922130593e-02,1.988368963763268482e+01
2.168774999999999977e+02,-1.474744319601012377e-02,4.917002226246813823e-02,1.989966112837571899e+01
2.170349999999999966e+02,-1.492664454273022294e-02,4.977843730966412944e-02,1.991563987753702847e+01
2.171924999999999955e+02,-1.510441672903923768e-02,5.038236171562925081e-02,1.993162595925304714e+01
2.173499999999999943e+02,-1.528076632173488818e-02,5.098181480250237041e-02,1.994761944758159089e+01
2.175074999999999932e+02,-1.545569991511487433e-02,5.157681599869162747e-02,1.996362041650580110e+01
2.176649999999999920e+02,-1.562922413064612298e-02,5.216738483782597247e-02,1.997962893993783950e+01
2.178224999999999909e+02,-1.580134561673058810e-02,5.275354095805213916e-02,1.999564509172242310e+01
2.179799999999999898e+02,-1.597207104818990434e-02,5.333530410054951321e-02,2.001166894564096665e+01
2.181374999999999886e+02,-1.614140712613635134e-02,5.391269410905471376e-02,2.002770057541484050e+01
2.182949999999999875e+02,-1.630936057755016932e-02,5.448573092868858048e-02,2.004374005470939935e+01
2.184524999999999864e+02,-1.647593815494467068e-02,5.505443460487912527e-02,2.005978745713764866e+01
2.186100000000000136e+02,-1.664114663625547788e-02,5.561882528308050022e-02,2.007584285626377252e+01
2.187675000000000125e+02,-1.680499282427468793e-02,5.617892320710588666e-02,2.009190632560730805e+01
2.189250000000000114e+02,-1.696748354660185948e-02,5.673474871893542659e-02,2.010797793864626115e+01
2.190825000000000102e+02,-1.712862565524329861e-02,5.728632225757251256e-02,2.012405776882133068e+01
2.192400000000000091e+02,-1.728842602632435152e-02,5.783366435816066770e-02,2.014014588953935458e+01
2.193975000000000080e+02,-1.744689155992822788e-02,5.837679565157778000e-02,2.015624237417721787e+01
2.195550000000000068e+02,-1.760402917969520337e-02,5.891573686314625913e-02,2.017234729608543020e+01
2.197125000000000057e+02,-1.775984583266814257e-02,5.945050881234308776e-02,2.018846072859187757e+01
2.198700000000000045e+02,-1.791434848900469445e-02,5.998113241178819333e-02,2.020458274500559170e+01
2.200275000000000034e+02,-1.806754414171455811e-02,6.050762866662164063e-02,2.022071341862046623e+01
2.201850000000000023e+02,-1.821943980644603889e-02,6.103001867378014117e-02,2.023685282271905805e+01
2.203425000000000011e+02,-1.837004252123099896e-02,6.154832362135710666e-02,2.025300103057617562e+01
2.205000000000000000e+02,-1.851935934626461333e-02,6.206256478790289632e-02,2.026915811546282598e+01
2.206574999999999989e+02,-1.866739736367832581e-02,6.257276354177292166e-02,2.028532415064965733e+01
2.208149999999999977e+02,-1.881416367730700048e-02,6.307894134051370005e-02,2.030149920941101627e+01
2.209724999999999966e+02,-1.895966541247925269e-02,6.358111973022988195e-02,2.031768336502857153e+01
2.211299999999999955e+02,-1.910390971583193417e-02,6.407932034506012842e-02,2.033387669079509408e+01
2.212874999999999943e+02,-1.924690375505793208e-02,6.457356490648044622e-02,2.035007926001815193e+01
2.214449999999999932e+02,-1.938865471871386789e-02,6.506387522272283341e-02,2.036629114602394708e+01
2.216024999999999920e+02,-1.952916981607709032e-02,6.555027318845668693e-02,2.038251242216111336e+01
2.217599999999999909e+02,-1.966845627687315370e-02,6.603278078395753703e-02,2.039874316180437930e+01
2.219174999999999898e+02,-1.980652135113861873e-02,6.651142007474253326e-02,2.041498343835869989e+01
2.220749999999999886e+02,-1.994337230900166541e-02,6.698621321097975034e-02,2.043123332526249669e+01
2.222324999999999875e+02,-2.007901644054589652e-02,6.745718242711264134e-02,2.044749289599193531e+01
2.223899999999999864e+02,-2.021346105562376802e-02,6.792435004137366283e-02,2.046376222406453493e+01
2.225475000000000136e+02,-2.034671348361991733e-02,6.838773845506036786e-02,2.048004138304315802e+01
2.227050000000000125e+02,-2.047878107339511089e-02,6.884737015250522174e-02,2.049633044653956304e+01
2.228625000000000114e+02,-2.060967119301085337e-02,6.930326770023739757e-02,2.051262948821844390e+01
2.230200000000000102e+02,-2.073939122965988771e-02,6.975545374684802291e-02,2.052893858180130593e+01
2.231775000000000091e+02,-2.086794858944298475e-02,7.020395102239845864e-02,2.054525780107022825e+01
2.233350000000000080e+02,-2.099535069725791403e-02,7.064878233808861985e-02,2.056158721987184634e+01
2.234925000000000068e+02,-2.112160499665746011e-02,7.108997058598495733e-02,2.057792691212108949e+01
2.236500000000000057e+02,-2.124671894963207561e-02,7.152753873833958553e-02,2.059427695180516338e+01
2.238075000000000045e+02,-2.137070003657813230e-02,7.196150984756331803e-02,2.061063741298759311e+01
2.239650000000000034e+02,-2.149355575607288932e-02,7.239190704570463986e-02,2.062700836981182562e+01
2.241225000000000023e+02,-2.161529362478088051e-02,7.281875354415054402e-02,2.064338989650554623e+01
2.242800000000000011e+02,-2.173592117732272427e-02,7.324207263330066719e-02,2.065978206738427048e+01
2.244375000000000000e+02,-2.185544596610614065e-02,7.366188768218003002e-02,2.067618495685558955e+01
2.245949999999999989e+02,-2.197387556129433428e-02,7.407822213837914060e-02,2.069259863942306055e+01
2.247524999999999977e+02,-2.209121755057911335e-02,7.449109952746933716e-02,2.070902318969007894e+01
2.249099999999999966e+02,-2.220747953911545239e-02,7.490054345282387560e-02,2.072545868236406363e+01
2.250674999999999955e+02,-2.232266914944159436e-02,7.530657759555525743e-02,2.074190519226029750e+01
2.252249999999999943e+02,-2.243679402129383077e-02,7.570922571392747769e-02,2.075836279430633624e+01
2.253824999999999932e+02,-2.254986181158558783e-02,7.610851164346385533e-02,2.077483156354559313e+01
2.255399999999999920e+02,-2.266188019418843499e-02,7.650445929631111142e-02,2.079131157514165551e+01
2.256974999999999909e+02,-2.277285685995184689e-02,7.689709266137981225e-02,2.080780290438245927e+01
2.258549999999999898e+02,-2.288279951654130853e-02,7.728643580402298763e-02,2.082430562668425722e+01
2.260124999999999886e+02,-2.299171588836629310e-02,7.767251286577799008e-02,2.084081981759589297e+01
2.261699999999999875e+02,-2.309961371644644879e-02,7.805534806416927762e-02,2.085734555280273383e+01
2.263274999999999864e+02,-2.320650075837931564e-02,7.843496569263042062e-02,2.087388290813104064e+01
2.264850000000000136e+02,-2.331238478822783566e-02,7.881139012028848256e-02,2.089043195955213150e+01
2.266425000000000125e+02,-2.341727359645816645e-02,7.918464579186203223e-02,2.090699278318657406e+01
2.268000000000000114e+02,-2.352117498981371249e-02,7.955475722737574695e-02,2.092356545530837053e+01
2.269575000000000102e+02,-2.362409679128495490e-02,7.992174902216897525e-02,2.094015005234925653e+01
2.271150000000000091e+02,-2.372604684003767547e-02,8.028564584677047589e-02,2.095674665090309219e+01
2.272725000000000080e+02,-2.382703299129293809e-02,8.064647244664939485e-02,2.097335532772995492e+01
2.274300000000000068e+02,-2.392706311632310928e-02,8.100425364230530445e-02,2.098997615976065845e+01
2.275875000000000057e+02,-2.402614510232221195e-02,8.135901432897607588e-02,2.100660922410100895e+01
2.277450000000000045e+02,-2.412428685243105803e-02,8.171077947680360776e-02,2.102325459803618557e+01
2.279025000000000034e+02,-2.422149628558253887e-02,8.205957413051992444e-02,2.103991235903524881e+01
2.280600000000000023e+02,-2.431778133651138485e-02,8.240542340952730638e-02,2.105658258475542510e+01
2.282175000000000011e+02,-2.441314995566141316e-02,8.274835250779387363e-02,2.107326535304665782e+01
2.283750000000000000e+02,-2.450761010917022753e-02,8.308838669386330034e-02,2.108996074195606241e+01
2.285324999999999989e+02,-2.460116977881525793e-02,8.342555131087388276e-02,2.110666882973244540e+01
2.286899999999999977e+02,-2.469383696194440286e-02,8.375987177635546566e-02,2.112338969483089812e+01
2.288474999999999966e+02,-2.478561967143567968e-02,8.409137358236049020e-02,2.114012341591725885e+01
2.290049999999999955e+02,-2.487652593571886700e-02,8.442008229553778220e-02,2.115687007187280244e+01
2.291624999999999943e+02,-2.496656379864339512e-02,8.474602355696332634e-02,2.117362974179886947e+01
2.293199999999999932e+02,-2.505574131955810163e-02,8.506922308238713815e-02,2.119040250502145284e+01
2.294774999999999920e+02,-2.514406657311926002e-02,8.538970666187825631e-02,2.120718844109599388e+01
2.296349999999999909e+02,-2.523154764949037121e-02,8.570750016051478792e-02,2.122398762981202935e+01
2.297924999999999898e+02,-2.531819265406613784e-02,8.602262951768006871e-02,2.124080015119801246e+01
2.299499999999999886e+02,-2.540400970769846403e-02,8.633512074790142266e-02,2.125762608552604860e+01
2.301074999999999875e+02,-2.548900694645055143e-02,8.664499994021437890e-02,2.127446551331671287e+01
2.302649999999999864e+02,-2.557319252172240986e-02,8.695229325869355264e-02,2.129131851534407716e+01
2.304225000000000136e+02,-2.565657460025262682e-02,8.725702694258544168e-02,2.130818517264034284e+01
2.305800000000000125e+02,-2.573916136398479715e-02,8.755922730608556304e-02,2.132506556650094964e+01
2.307375000000000114e+02,-2.582096101013616612e-02,8.785892073864257079e-02,2.134195977848959203e+01
2.308950000000000102e+02,-2.590198175126339625e-02,8.815613370530892001e-02,2.135886789044298339e+01
2.310525000000000091e+02,-2.598223181510111307e-02,8.845089274645183408e-02,2.137578998447618162e+01
2.312100000000000080e+02,-2.606171944473129748e-02,8.874322447834270822e-02,2.139272614298756281e+01
2.313675000000000068e+02,-2.614045289843451927e-02,8.903315559292299119e-02,2.140967644866381647e+01
2.315250000000000057e+02,-2.621844044981493788e-02,8.932071285827392071e-02,2.142664098448537402e+01
2.316825000000000045e+02,-2.629569038776872342e-02,8.960592311877299543e-02,2.144361983373129732e+01
2.318400000000000034e+02,-2.637221101648824090e-02,8.988881329515074903e-02,2.146061307998488132e+01
2.319975000000000023e+02,-2.644801065546929786e-02,9.016941038478251680e-02,2.147762080713864208e+01
2.321550000000000011e+02,-2.652309763959380048e-02,9.044774146202168297e-02,2.149464309939976303e+01
2.323125000000000000e+02,-2.659748031905487253e-02,9.072383367817841993e-02,2.151168004129559819e+01
2.324699999999999989e+02,-2.667116705949581015e-02,9.099771426212237280e-02,2.152873171767877736e+01
2.326274999999999977e+02,-2.674416624194204256e-02,9.126941052023412881e-02,2.154579821373305393e+01
2.327849999999999966e+02,-2.681648626288313936e-02,9.153894983681022668e-02,2.156287961497846339e+01
2.329424999999999955e+02,-2.688813553432003664e-02,9.180635967440467504e-02,2.157997600727717114e+01
2.330999999999999943e+02,-2.695912248373497425e-02,9.207166757395204848e-02,2.159708747683891161e+01
2.332574999999999932e+02,-2.702945555424039747e-02,9.233490115531464704e-02,2.161421411022670469e+01
2.334149999999999920e+02,-2.709914320454707287e-02,9.259608811745774493e-02,2.163135599436248668e+01
2.335724999999999909e+02,-2.716819390900775469e-02,9.285525623872412093e-02,2.164851321653295457e+01
