f_MHz,Z11r,Z11i,Z12r,Z12i,Z21r,Z21i,Z22r,Z22i
1.905749999999999886e+02,-9.563704543277468106e-02,1.699251031502309672e+01,3.043975202634319199e-01,6.795807505845069763e+00,-2.219269929748961978e+00,8.893429779386144318e+00,1.987591346560838446e+01,-2.799232921446617866e+02
1.907324999999999875e+02,-9.380482039090876079e-02,1.700707071529285130e+01,2.869342015636798804e-01,6.808854399984861416e+00,-2.201545663976664180e+00,8.919530106008242143e+00,1.969559527136815902e+01,-2.797317721320982855e+02
1.908899999999999864e+02,-9.197962273833269753e-02,1.702161144595766373e+01,2.696416425458085797e-01,6.822058574630458061e+00,-2.183721356847302175e+00,8.945355868165895785e+00,1.951494084369827675e+01,-2.795377974393963996e+02
1.910475000000000136e+02,-9.016165094952610648e-02,1.703613269682418974e+01,2.525206884499280879e-01,6.835417146195830185e+00,-2.165800563039728566e+00,8.970907209081572020e+00,1.933398701885843707e+01,-2.793413812523961610e+02
1.912050000000000125e+02,-8.835109992831172154e-02,1.705063465970490100e+01,2.355721410752200096e-01,6.848927233067461984e+00,-2.147786822280095986e+00,8.996184321017960173e+00,1.915277023958809721e+01,-2.791425371867125591e+02
1.913625000000000114e+02,-8.654816098874547337e-02,1.706511752834177287e+01,2.187967589793675116e-01,6.862585956370495843e+00,-2.129683658475848951e+00,9.021187444818711043e+00,1.897132654936076079e+01,-2.789412792791644620e+02
1.915200000000000102e+02,-8.475302183671518108e-02,1.707958149832814243e+01,2.021952576946187685e-01,6.876390440726947162e+00,-2.111494578864987925e+00,9.045916869431849250e+00,1.878969158682237861e+01,-2.787376219791007088e+02
1.916775000000000091e+02,-8.296586655475673977e-02,1.709402676703269108e+01,1.857683099609885313e-01,6.890337815004085265e+00,-2.093223073180856098e+00,9.070372931414832252e+00,1.860790058046907447e+01,-2.785315801396371285e+02
1.918350000000000080e+02,-8.118687558737644472e-02,1.710845353352153353e+01,1.695165459745323067e-01,6.904425213054978805e+00,-2.074872612834192775e+00,9.094556014424389545e+00,1.842598834355731441e+01,-2.783231690088219921e+02
1.919925000000000068e+02,-7.941622572952640458e-02,1.712286199848219681e+01,1.534405536523706648e-01,6.918649774448927481e+00,-2.056446650110467900e+00,9.118466548690090434e+00,1.824398926920161657e+01,-2.781124042207263756e+02
1.921500000000000057e+02,-7.765409011565972686e-02,1.713725236414698472e+01,1.375408789114653807e-01,6.933008645191593544e+00,-2.037948617386306172e+00,9.142105010471585302e+00,1.806193732575369282e+01,-2.778993017864718240e+02
1.923075000000000045e+02,-7.590063821121162402e-02,1.715162483421649497e+01,1.218180259643724395e-01,6.947498978436017047e+00,-2.019381926360333868e+00,9.165471921502250652e+00,1.787986605234581106e+01,-2.776838780851861088e+02
1.924650000000000034e+02,-7.415603580577391496e-02,1.716597961378407433e+01,1.062724576275210914e-01,6.962117935182101647e+00,-2.000749967304253474e+00,9.188567848417514838e+00,1.769780855470321512e+01,-2.774661498549191379e+02
1.926225000000000023e+02,-7.242044500755973058e-02,1.718031690926001076e+01,9.090459564503486356e-02,6.976862684965815298e+00,-1.982056108329701694e+00,9.211393402169951727e+00,1.751579750116486522e+01,-2.772461341835125381e+02
1.927800000000000011e+02,-7.069402424044977928e-02,1.719463692829670265e+01,7.571482102577596629e-02,6.991730406537328690e+00,-1.963303694673692590e+00,9.233949237431033907e+00,1.733386511891752946e+01,-2.770238484994062560e+02
1.929375000000000000e+02,-6.897692824168132064e-02,1.720893987971389549e+01,6.070347439344840612e-02,7.006718288527504335e+00,-1.944496048002770872e+00,9.256236051980694768e+00,1.715204319048057968e+01,-2.767993105624556165e+02
1.930949999999999989e+02,-6.726930806181793954e-02,1.722322597342424544e+01,4.587085635034392206e-02,7.021823530103086242e+00,-1.925636465734333225e+00,9.278254586084166533e+00,1.697036305038136561e+01,-2.765725384546677788e+02
1.932524999999999977e+02,-6.557131106637956175e-02,1.723749542036019733e+01,3.121722785344170290e-02,7.037043341609450664e+00,-1.906728220376973093e+00,9.300005621857838634e+00,1.678885558207074169e+01,-2.763435505709476843e+02
1.934099999999999966e+02,-6.388308093868259874e-02,1.725174843240008826e+01,1.674281060185632206e-02,7.052374945201759004e+00,-1.887774558890226162e+00,9.321489982624125759e+00,1.660755121507069987e+01,-2.761123656098313859e+02
1.935674999999999955e+02,-6.220475768447168013e-02,1.726598522229666699e+01,2.447787437083608336e-03,7.067815575463767708e+00,-1.868778702061628216e+00,9.342708532256501996e+00,1.642647992230458698e+01,-2.758790025641937405e+02
1.937249999999999943e+02,-6.053647763845389218e-02,1.728020600360427039e+01,-1.166769724583046827e-02,7.083362480013710716e+00,-1.849743843903397744e+00,9.363662174513981640e+00,1.624567121768417977e+01,-2.756434807119583752e+02
1.938824999999999932e+02,-5.887837347131136961e-02,1.729441099060837317e+01,-2.560353707650157504e-02,7.099012920097370838e+00,-1.830673151068066495e+00,9.384351852366611624e+00,1.606515415388506440e+01,-2.754058196068009465e+02
1.940399999999999920e+02,-5.723057419964575759e-02,1.730860039825441632e+01,-3.935966327663963094e-02,7.114764171169042584e+00,-1.811569762283085749e+00,9.404778547313339843e+00,1.588495732035335983e+01,-2.751660390688821849e+02
1.941974999999999909e+02,-5.559320519587683529e-02,1.732277444207855766e+01,-5.293604421776988700e-02,7.130613523458100289e+00,-1.792436787804501108e+00,9.424943278690253834e+00,1.570510884152062836e+01,-2.749241591755661034e+02
1.943549999999999898e+02,-5.396638820112184542e-02,1.733693333813849691e+01,-6.633268496888003463e-02,7.146558282524154038e+00,-1.773277308889510628e+00,9.444847102973472630e+00,1.552563637521436490e+01,-2.746802002521857275e+02
1.945124999999999886e+02,-5.235024133765269622e-02,1.735107730294509665e+01,-7.954962683515758026e-02,7.162595769796505252e+00,-1.754094377288342388e+00,9.464491113072442730e+00,1.534656711130729789e+01,-2.744341828627917153e+02
1.946699999999999875e+02,-5.074487912478121976e-02,1.736520655339525376e+01,-9.258694688798362049e-02,7.178723323102110143e+00,-1.734891014755551408e+00,9.483876437619198185e+00,1.516792777054154229e+01,-2.741861278009744751e+02
1.948274999999999864e+02,-4.915041249398210271e-02,1.737932130670504804e+01,-1.054447574863528192e-01,7.194938297179097830e+00,-1.715670212579732512e+00,9.503004240250769286e+00,1.498974460357562322e+01,-2.739360560806898661e+02
1.949850000000000136e+02,-4.756694880726047153e-02,1.739342178034429764e+01,-1.181232057905270971e-01,7.211238064176318296e+00,-1.696434931133087964e+00,9.521875718886240847e+00,1.481204339022437111e+01,-2.736839889271369088e+02
1.951425000000000125e+02,-4.599459187504496838e-02,1.740750819197159771e+01,-1.306224732686258605e-01,7.227620014139880311e+00,-1.677188099440026559e+00,9.540492104999552581e+00,1.463484943890315471e+01,-2.734299477676701713e+02
1.953000000000000114e+02,-4.443344197669656104e-02,1.742158075937048878e+01,-1.429427751946373282e-01,7.244081555484890522e+00,-1.657932614763763857e+00,9.558854662887366516e+00,1.445818758625554956e+01,-2.731739542227654169e+02
1.954575000000000102e+02,-4.288359588138456607e-02,1.743563970038655953e+01,-1.550843601416179163e-01,7.260620115454165635e+00,-1.638671342213317672e+00,9.576964688934021197e+00,1.428208219698963433e+01,-2.729160300970407889e+02
1.956150000000000091e+02,-4.134514687043629871e-02,1.744968523286548390e+01,-1.670475094672147220e-01,7.277233140562351821e+00,-1.619407114368183409e+00,9.594823510872698691e+00,1.410655716388568592e+01,-2.726561973703305171e+02
1.957725000000000080e+02,-3.981818476073991503e-02,1.746371757459174034e+01,-1.788325367943200961e-01,7.293918097026467429e+00,-1.600142730922938572e+00,9.612432487044355156e+00,1.393163590801518836e+01,-2.723944781888209832e+02
1.959300000000000068e+02,-3.830279592904096281e-02,1.747773694322908611e+01,-1.904397874852722661e-01,7.310672471182056320e+00,-1.580880958349022647e+00,9.629793005653855431e+00,1.375734137911325305e+01,-2.721308948562543719e+02
1.960875000000000057e+02,-3.679906333810319813e-02,1.749174355626116650e+01,-2.018696381119023109e-01,7.327493769885509600e+00,-1.561624529576526310e+00,9.646906484024993844e+00,1.358369605614954168e+01,-2.718654698251892228e+02
1.962450000000000045e+02,-3.530706656264524790e-02,1.750573763093367674e+01,-2.131224959203740221e-01,7.344379520902366565e+00,-1.542376143693603430e+00,9.663774367853815050e+00,1.341072194808167239e+01,-2.715982256883622199e+02
1.964025000000000034e+02,-3.382688181718650905e-02,1.751971938419765706e+01,-2.241987982919359523e-01,7.361327273281569106e+00,-1.523138465664112484e+00,9.680398130461686179e+00,1.323844059475805146e+01,-2.713291851701005157e+02
1.965600000000000023e+02,-3.235858198467456148e-02,1.753368903265317869e+01,-2.350990121997817428e-01,7.378334597715827670e+00,-1.503914126063825574e+00,9.696779272047603371e+00,1.306687306801755355e+01,-2.710583711178236967e+02
1.967175000000000011e+02,-3.090223664578494941e-02,1.754764679249512227e+01,-2.458236336623765561e-01,7.395399086887992190e+00,-1.484705720834004650e+00,9.712919318941031221e+00,1.289603997292796578e+01,-2.707858064936386882e+02
1.968750000000000000e+02,-2.945791210928550008e-02,1.756159287945888892e+01,-2.563731871937427464e-01,7.412518355802798276e+00,-1.465515811053429429e+00,9.728819822854276822e+00,1.272596144921898720e+01,-2.705115143659999717e+02
1.970324999999999989e+02,-2.802567144317854100e-02,1.757552750876851277e+01,-2.667482252509584262e-01,7.429690042106233072e+00,-1.446346922727225204e+00,9.744482360137896038e+00,1.255665717284071548e+01,-2.702355179014929263e+02
1.971899999999999977e+02,-2.660557450675826371e-02,1.758945089508446813e+01,-2.769493276793690284e-01,7.446911806389945987e+00,-1.427201546593945380e+00,9.759908531035650370e+00,1.238814635770760653e+01,-2.699578403566827660e+02
1.973474999999999966e+02,-2.519767798355298377e-02,1.760336325245363298e+01,-2.869771011550375506e-01,7.464181332482140441e+00,-1.408082137948338808e+00,9.775099958942078615e+00,1.222044775755962398e+01,-2.696785050700696615e+02
1.975049999999999955e+02,-2.380203541427185904e-02,1.761726479426019765e+01,-2.968321786273479534e-01,7.481496327725288609e+00,-1.388991116483424104e+00,9.790058289662647795e+00,1.205357966801363467e+01,-2.693975354541578895e+02
1.976624999999999943e+02,-2.241869723162315253e-02,1.763115573317698193e+01,-3.065152187579761045e-01,7.498854523239218750e+00,-1.369930866146819692e+00,9.804785190675211481e+00,1.188755992872470202e+01,-2.691149549875873390e+02
1.978199999999999932e+02,-2.104771079502064032e-02,1.764503628111908640e+01,-3.160269053607647205e-01,7.516253674172597599e+00,-1.350903735015152485e+00,9.819282350396807857e+00,1.172240592569405138e+01,-2.688307872074329339e+02
1.979774999999999920e+02,-1.968912042592848091e-02,1.765890664919747977e+01,-3.253679468399905406e-01,7.533691559939267535e+00,-1.331912035184242393e+00,9.833551477451495160e+00,1.155813459372783036e+01,-2.685450557015468007e+02
1.981349999999999909e+02,-1.834296744427408449e-02,1.767276704767459350e+01,-3.345390756282933253e-01,7.551165984442025803e+00,-1.312958042674789549e+00,9.847594299942992180e+00,1.139476241900757003e+01,-2.682577841010445923e+02
1.982924999999999898e+02,-1.700929020489805321e-02,1.768661768592068384e+01,-3.435410476254308620e-01,7.568674776283783601e+00,-1.294043997355084574e+00,9.861412564731768526e+00,1.123230544180890789e+01,-2.679689960729053837e+02
1.984499999999999886e+02,-1.568812413535036060e-02,1.770045877237120990e+01,-3.523746416362473766e-01,7.586215788964802975e+00,-1.275172102877708546e+00,9.875008036715533066e+00,1.107077925933195672e+01,-2.676787153126593353e+02
1.986074999999999875e+02,-1.437950177286869378e-02,1.771429051448598813e+01,-3.610406588101696679e-01,7.603786901068166237e+00,-1.256344526632332759e+00,9.888382498115609209e+00,1.091019902864533186e+01,-2.673869655372286616e+02
1.987649999999999864e+02,-1.308345280328461480e-02,1.772811311870817619e+01,-3.695399220813505581e-01,7.621386016431760169e+00,-1.237563399713760726e+00,9.901537747767649833e+00,1.075057946977319645e+01,-2.670937704778507964e+02
1.989225000000000136e+02,-1.180000409950940701e-02,1.774192679042643306e+01,-3.778732756096087053e-01,7.639011064307905663e+00,-1.218830816903274217e+00,9.914475600417679502e+00,1.059193486886375091e+01,-2.667991538731336618e+02
1.990800000000000125e+02,-1.052917976050236210e-02,1.775573173393603810e+01,-3.860415842237392425e-01,7.656659999510849524e+00,-1.200148836666235841e+00,9.927197886024190510e+00,1.043427908149008765e+01,-2.665031394622395169e+02
1.992375000000000114e+02,-9.271001150920993653e-03,1.776952815240256101e+01,-3.940457328657432923e-01,7.674330802551791564e+00,-1.181519481162041307e+00,9.939706449065981886e+00,1.027762553604230966e+01,-2.662057509781724320e+02
1.993950000000000102e+02,-8.025486940976035016e-03,1.778331624782650877e+01,-4.018866260375383304e-01,7.692021479762088276e+00,-1.162944736268959334e+00,9.952003147856185450e+00,1.012198723722009674e+01,-2.659070121412064509e+02
1.995525000000000091e+02,-6.792653146684730393e-03,1.779709622100834565e+01,-4.095651872501004931e-01,7.709730063404321321e+00,-1.144426551622294008e+00,9.964089853862843071e+00,9.967376769636585365e+00,-2.656069466524263021e+02
1.997100000000000080e+02,-5.572513169934660386e-03,1.781086827151559149e+01,-4.170823584749075996e-01,7.727454611772002657e+00,-1.125966840665401314e+00,9.975968451036139939e+00,9.813806301493546158e+00,-2.653055781873935643e+02
1.998675000000000068e+02,-4.365077839670395907e-03,1.782463259765021490e+01,-4.244390995982070813e-01,7.745193209277283053e+00,-1.107567480714110708e+00,9.987640835142400419e+00,9.661287588368441703e+00,-2.650029303899447655e+02
2.000250000000000057e+02,-3.170355452691425713e-03,1.783838939641786681e+01,-4.316363878785589581e-01,7.762943966527848794e+00,-1.089230313033375586e+00,9.999108913105668961e+00,9.509831977068948561e+00,-2.646990268661051573e+02
2.001825000000000045e+02,-1.988351814658325788e-03,1.785213886349782086e+01,-4.386752174072911514e-01,7.780705020392477245e+00,-1.070957142926393324e+00,1.001037460235628984e+01,9.359450409574368024e+00,-2.643938911781423258e+02
2.003400000000000034e+02,-8.190702817597341184e-04,1.786588119321378443e+01,-4.455565985730872147e-01,7.798474534055463536e+00,-1.052749739835912024e+00,1.002143983018733842e+01,9.210153427062451215e+00,-2.640875468387431511e+02
2.004975000000000023e+02,3.374881981746524610e-04,1.787961657850629749e+01,-4.522815575293703261e-01,7.816250697060789676e+00,-1.034609837456837322e+00,1.003230653311877063e+01,9.061951173996154907e+00,-2.637800173053078652e+02
2.006550000000000011e+02,1.481325043546369551e-03,1.789334521090619390e+01,-4.588511356663298457e-01,7.834031725344963171e+00,-1.016539133860375532e+00,1.004297665626915048e+01,8.914853402295523921e+00,-2.634713259743857066e+02
2.008125000000000000e+02,2.612443997609187850e-03,1.790706728050850671e+01,-4.652663890870282204e-01,7.851815861260478258e+00,-9.985392916297650689e-01,1.005345215273639958e+01,8.768869475566209104e+00,-2.631614961762398934e+02
2.009699999999999989e+02,3.730851086795336849e-03,1.792078297594814629e+01,-4.715283880874308053e-01,7.869601373588475113e+00,-9.806119380059220569e-01,1.006373498298592928e+01,8.624008373391031768e+00,-2.628505511695273640e+02
2.011274999999999977e+02,4.836554578377095202e-03,1.793449248437635291e+01,-4.776382166409712804e-01,7.887386557541504750e+00,-9.627586650439616811e-01,1.007382711424758703e+01,8.480278695688088675e+00,-2.625385141361232968e+02
2.012849999999999966e+02,5.929564938939529441e-03,1.794819599143796651e+01,-4.835969718884040591e-01,7.905169734756871236e+00,-9.449810297803259429e-01,1.008373051992131408e+01,8.337688667119119046e+00,-2.622254081760586359e+02
2.014424999999999955e+02,7.009894792398419471e-03,1.796189368125025609e+01,-4.894057636314902981e-01,7.922949253280620496e+00,-9.272805544087425744e-01,1.009344717899173816e+01,8.196246141551855047e+00,-2.619112563026061480e+02
2.015999999999999943e+02,8.077558878126800748e-03,1.797558573638216117e+01,-4.950657138327639872e-01,7.940723487541304415e+00,-9.096587264667606032e-01,1.010297907545062657e+01,8.055958606570596814e+00,-2.615960814374722077e+02
2.017574999999999932e+02,9.132574009194682416e-03,1.798927233783512492e+01,-5.005779561193252070e-01,7.958490838315911198e+00,-8.921169990306474507e-01,1.011232819772947167e+01,7.916833188031270119e+00,-2.612799064061328522e+02
2.019149999999999920e+02,1.017495903027723983e-02,1.800295366502415106e+01,-5.059436352928265990e-01,7.976249732686249594e+00,-8.746567909198182944e-01,1.012149653814068095e+01,7.778876654663865686e+00,-2.609627539332924471e+02
2.020724999999999909e+02,1.120473477634167242e-02,1.801662989576093210e+01,-5.111639068444691070e-01,7.993998623986281693e+00,-8.572794869097652981e-01,1.013048609232730968e+01,7.642095422710258212e+00,-2.606446466384604719e+02
2.022299999999999898e+02,1.222192403113831968e-02,1.803030120623677846e+01,-5.162399364755828612e-01,8.011735991742378715e+00,-8.399864379527471892e-01,1.013929885872355108e+01,7.506495560593553940e+00,-2.603256070316805335e+02
2.023874999999999886e+02,1.322655148525660705e-02,1.804396777100739158e+01,-5.211728996239860523e-01,8.029460341603705587e+00,-8.227789614075665670e-01,1.014793683802262514e+01,7.372082793630251096e+00,-2.600056575093481683e+02
2.025449999999999875e+02,1.421864369507675786e-02,1.805762976297805267e+01,-5.259639809959120171e-01,8.047170205266169773e+00,-8.056583412758537843e-01,1.015640203265589392e+01,7.238862508760029790e+00,-2.596848203501842818e+02
2.027024999999999864e+02,1.519822904183995224e-02,1.807128735338987369e+01,-5.306143741040745265e-01,8.064864140387216551e+00,-7.886258284465552659e-01,1.016469644627992253e+01,7.106839759311875504e+00,-2.593631177113233548e+02
2.028600000000000136e+02,1.616533769025261386e-02,1.808494071180712837e+01,-5.351252808118082127e-01,8.082540730494219616e+00,-7.716826409476021942e-01,1.017282208327421067e+01,6.976019269792087307e+00,-2.590405716245190320e+02
2.030175000000000125e+02,1.712000154816342365e-02,1.809859000610513036e+01,-5.394979108829586201e-01,8.100198584884774178e+00,-7.548299642036238044e-01,1.018078094824765145e+01,6.846405440680852550e+00,-2.587172039924802789e+02
2.031750000000000114e+02,1.806225422546707191e-02,1.811223540245954311e+01,-5.437334815381517084e-01,8.117836338520179496e+00,-7.380689513011586822e-01,1.018857504555502835e+01,6.718002353267684690e+00,-2.583930365853235571e+02
2.033325000000000102e+02,1.899213099419726561e-02,1.812587706533569332e+01,-5.478332170174741167e-01,8.135452651911972310e+00,-7.214007232595276431e-01,1.019620637882281144e+01,6.590813774482621845e+00,-2.580680910371503387e+02
2.034900000000000091e+02,1.990966874822643756e-02,1.813951515747968912e+01,-5.517983481490272846e-01,8.153046211001909072e+00,-7.048263693075409453e-01,1.020367695048505219e+01,6.464843161743942801e+00,-2.577423888427439351e+02
2.036475000000000080e+02,2.081490596358085213e-02,1.815314983990971598e+01,-5.556301119246859210e-01,8.170615727035027476e+00,-6.883469471668115514e-01,1.021098876132833411e+01,6.340093667831839142e+00,-2.574159513543815478e+02
2.038050000000000068e+02,2.170788265880158399e-02,1.816678127190837699e+01,-5.593297510813498574e-01,8.188159936426997021e+00,-6.719634833392248430e-01,1.021814381004683803e+01,6.216568145738016860e+00,-2.570887997787611994e+02
2.039625000000000057e+02,2.258864035556551811e-02,1.818040961101572961e+01,-5.628985136896059727e-01,8.205677600625067569e+00,-6.556769734007136252e-01,1.022514409280678827e+01,6.094269153549018547e+00,-2.567609551740546294e+02
2.041200000000000045e+02,2.345722203989262025e-02,1.819403501302326021e+01,-5.663376527484070833e-01,8.223167505963310475e+00,-6.394883822991063171e-01,1.023199160282075404e+01,5.973198959312521872e+00,-2.564324384470651808e+02
2.042775000000000034e+02,2.431367212337910699e-02,1.820765763196877529e+01,-5.696484257865451761e-01,8.240628463511971091e+00,-6.233986446569839135e-01,1.023868832993131228e+01,5.853359545915920670e+00,-2.561032703505046015e+02
2.044350000000000023e+02,2.515803640508836383e-02,1.822127762013125363e+01,-5.728320944708493734e-01,8.258059308921994912e+00,-6.074086650787265951e-01,1.024523626020473444e+01,5.734752615945360787e+00,-2.557734714803803229e+02
2.045925000000000011e+02,2.599036203315603644e-02,1.823489512802752444e+01,-5.758899242210104852e-01,8.275458902263610028e+00,-5.915193184618595668e-01,1.025163737553379839e+01,5.617379596559594290e+00,-2.554430622734918188e+02
2.047500000000000000e+02,2.681069746751968755e-02,1.824851030440885680e+01,-5.788231838311216348e-01,8.292826127860278618e+00,-5.757314503119667082e-01,1.025789365325048230e+01,5.501241644339194714e+00,-2.551120630050386922e+02
2.049074999999999989e+02,2.761909244249742892e-02,1.826212329625861486e+01,-5.816331450981053752e-01,8.310159894117804313e+00,-5.600458770615762694e-01,1.026400706574797894e+01,5.386339650137366597e+00,-2.547804937863343184e+02
2.050649999999999977e+02,2.841559792985653629e-02,1.827573424879061292e+01,-5.843210824566924533e-01,8.327459133348524389e+00,-5.444633863920330663e-01,1.026997958011229883e+01,5.272674243916320336e+00,-2.544483745626286577e+02
2.052224999999999966e+02,2.920026610236327660e-02,1.828934330544783293e+01,-5.868882726214296186e-01,8.344722801591847983e+00,-5.289847375587549694e-01,1.027581315776368065e+01,5.160245799560474467e+00,-2.541157251110384721e+02
2.053799999999999955e+02,2.997315029749884202e-02,1.830295060790204076e+01,-5.893359942349754022e-01,8.361949878429296490e+00,-5.136106617190525636e-01,1.028150975410617995e+01,5.049054439686501361e+00,-2.537825650385633764e+02
2.055374999999999943e+02,3.073430498172036521e-02,1.831655629605415214e+01,-5.916655275238695832e-01,8.379139366796868771e+00,-4.983418622630654271e-01,1.028707131818833176e+01,4.939100040430912664e+00,-2.534489137802321181e+02
2.056949999999999932e+02,3.148378571535545567e-02,1.833016050803511021e+01,-5.938781539608731785e-01,8.396290292792208731e+00,-4.831790151468990935e-01,1.029249979237130752e+01,4.830382236220091663e+00,-2.531147905973255376e+02
2.058524999999999920e+02,3.222164911733435555e-02,1.834376338020695130e+01,-5.959751559335761950e-01,8.413401705479399695e+00,-4.681227692277953323e-01,1.029779711200776759e+01,4.722900424509338002e+00,-2.527802145757059691e+02
2.060099999999999909e+02,3.294795283101484284e-02,1.835736504716530604e+01,-5.979578164207226543e-01,8.430472676689287681e+00,-4.531737466017760063e-01,1.030296520512891156e+01,4.616653770518829525e+00,-2.524452046242511187e+02
2.061674999999999898e+02,3.366275548955142971e-02,1.837096564174146707e+01,-5.998274186741895386e-01,8.447502300816815080e+00,-4.383325429424418940e-01,1.030800599214067859e+01,4.511641211917493344e+00,-2.521097794733593389e+02
2.063249999999999886e+02,3.436611668291869592e-02,1.838456529500628633e+01,-6.015852459088123494e-01,8.464489694615283000e+00,-4.235997278419042500e-01,1.031292138552942461e+01,4.407861463508427669e+00,-2.517739576735849880e+02
2.064824999999999875e+02,3.505809692418997148e-02,1.839816413627305991e+01,-6.032325809981340381e-01,8.481433996987671975e+00,-4.089758451528190397e-01,1.031771328957599110e+01,4.305313021866580492e+00,-2.514377575943320835e+02
2.066399999999999864e+02,3.573875761672345996e-02,1.841176229310237034e+01,-6.047707061771753212e-01,8.498334368775017467e+00,-3.944614133317133620e-01,1.032238360007884737e+01,4.203994169956883020e+00,-2.511011974226538825e+02
2.067975000000000136e+02,3.640816102227936724e-02,1.842535989130656660e+01,-6.062009027521024773e-01,8.515189992542207875e+00,-3.800569257833052994e-01,1.032693420408594775e+01,4.103902981720534804e+00,-2.507642951621444354e+02
2.069550000000000125e+02,3.706637022849375296e-02,1.843895705495475923e+01,-6.075244508158017531e-01,8.532000072361254794e+00,-3.657628512054921233e-01,1.033136697963479556e+01,4.005037326624888649e+00,-2.504270686318973844e+02
2.071125000000000114e+02,3.771344911815629336e-02,1.845255390637908732e+01,-6.087426289711080907e-01,8.548763833592493810e+00,-3.515796339352056377e-01,1.033568379550190208e+01,3.907394874187482881e+00,-2.500895354655811502e+02
2.072700000000000102e+02,3.834946233745695210e-02,1.846615056618042416e+01,-6.098567140595021474e-01,8.565480522663527552e+00,-3.375076942943560643e-01,1.033988651096004752e+01,3.810973098456488906e+00,-2.497517131105678629e+02
2.074275000000000091e+02,3.897447526595844425e-02,1.847974715323515227e+01,-6.108679808972343750e-01,8.582149406845754669e+00,-3.235474289365751210e-01,1.034397697554372542e+01,3.715769282463897927e+00,-2.494136188271563128e+02
2.075850000000000080e+02,3.958855398653834262e-02,1.849334378470233631e+01,-6.117777020174156588e-01,8.598769774029959123e+00,-3.096992111935480407e-01,1.034795702882362001e+01,3.621780522636929955e+00,-2.490752696878817005e+02
2.077425000000000068e+02,4.019176525532937999e-02,1.850694057603064735e+01,-6.125871474186117549e-01,8.615340932499359283e+00,-2.959633914215528683e-01,1.035182850018846956e+01,3.529003733170494872e+00,-2.487366825768864658e+02
2.079000000000000057e+02,4.078417647336080032e-02,1.852053764096719135e+01,-6.132975843201639021e-01,8.631862210701335414e+00,-2.823402973479405831e-01,1.035559320863514365e+01,3.437435650371932105e+00,-2.483978741893836002e+02
2.080575000000000045e+02,4.136585565695833494e-02,1.853413509156481354e+01,-6.139102769232899215e-01,8.648332957018357803e+00,-2.688302344167474156e-01,1.035925296256730910e+01,3.347072836945247598e+00,-2.480588610311899060e+02
2.082150000000000034e+02,4.193687141021813780e-02,1.854773303819129282e+01,-6.144264861789016097e-01,8.664752539536561216e+00,-2.554334861343293128e-01,1.036280955960057781e+01,3.257911686254583383e+00,-2.477196594183233458e+02
2.083725000000000023e+02,4.249729289727799397e-02,1.856133158953827333e+01,-6.148474695616086283e-01,8.681120345814131056e+00,-2.421503144141146646e-01,1.036626478637671234e+01,3.169948426535054598e+00,-2.473802854766897497e+02
