f_MHz,Z11r,Z11i,Z12r,Z12i,Z21r,Z21i,Z22r,Z22i
5.572350000000000136e+02,1.136431194396192862e-01,4.042380734078136584e+01,-5.544160275402488791e-01,2.271463911822083759e+01,-1.322307298323585067e-01,2.319830406317800708e+01,5.208960409821352222e+00,-2.533836234505241976e+02
5.576924999999999955e+02,1.170358190805212972e-01,4.046073783484982300e+01,-5.656104349939078402e-01,2.278034201364230071e+01,-7.550752059455957677e-02,2.325107536936186037e+01,4.738884700634210745e+00,-2.528981115317007493e+02
5.581499999999999773e+02,1.202762965416907526e-01,4.049749389906403252e+01,-5.741918760013567935e-01,2.284650920029281451e+01,-1.765151054409608983e-02,2.329989806667049379e+01,4.282530733582205151e+00,-2.523823379092186769e+02
5.586074999999999591e+02,1.233531052125082378e-01,4.053408919052969139e+01,-5.801619538590818692e-01,2.291295247224023512e+01,4.104470213291121217e-02,2.334474080198222978e+01,3.841900913516768323e+00,-2.518376599451211462e+02
5.590650000000000546e+02,1.262560800627533508e-01,4.057053801645295721e+01,-5.835365039129566389e-01,2.297948674030323701e+01,1.002906899598422358e-01,2.338559489172751427e+01,3.418861513367526417e+00,-2.512655663096838055e+02
5.595225000000000364e+02,1.289763650410633844e-01,4.060685520240691204e+01,-5.843450193099434253e-01,2.304593117895129240e+01,1.598000879629900839e-01,2.342247365178941365e+01,3.015134321118995597e+00,-2.506676624518162271e+02
5.599800000000000182e+02,1.315064256514638374e-01,4.064305596175839952e+01,-5.826299789741183899e-01,2.311211028259180011e+01,2.192923639434300187e-01,2.345541155752517781e+01,2.632289981249114508e+00,-2.500456556496015423e+02
5.604375000000000000e+02,1.338400473860188733e-01,4.067915576803352451e+01,-5.784460919938455570e-01,2.317785482305886191e+01,2.784944516447427354e-01,2.348446325433625503e+01,2.271743019086196469e+00,-2.494013398550203249e+02
5.608949999999999818e+02,1.359723209195017046e-01,4.071517023183266559e+01,-5.718594731007731191e-01,2.324300270237572619e+01,3.371422346573890727e-01,2.350970244044094670e+01,1.934748508169355841e+00,-2.487365805363029381e+02
5.613524999999999636e+02,1.378996151434876416e-01,4.075111498371087038e+01,-5.629467640571083065e-01,2.330739969708908887e+01,3.949818723303480938e-01,2.353122064415817150e+01,1.622400315402924953e+00,-2.480532997069296073e+02
5.618099999999999454e+02,1.396195392658415302e-01,4.078700556422694490e+01,-5.517942155566998297e-01,2.337090009260474233e+01,4.517709623187627921e-01,2.354912591812325573e+01,1.335630836854754033e+00,-2.473534613128509250e+02
5.622675000000000409e+02,1.411308953012332390e-01,4.082285732214788965e+01,-5.384967437405937529e-01,2.343336720793235628e+01,5.072795375874624701e-01,2.356354147246412012e+01,1.075212118938497330e+00,-2.466390571298357202e+02
5.627250000000000227e+02,1.424336223473721408e-01,4.085868532156435862e+01,-5.231569746600314152e-01,2.349467381305252545e+01,5.612908986445916959e-01,2.357460426813784338e+01,8.417582454130114744e-01,-2.459120933015605885e+02
5.631825000000000045e+02,1.435287340669029188e-01,4.089450425845846127e+01,-5.058842890366980205e-01,2.355470244270409097e+01,6.136022844511850316e-01,2.358246359042085416e+01,6.357288602147525003e-01,-2.451745776270323631e+02
5.636399999999999864e+02,1.444182507945227234e-01,4.093032838704508691e+01,-4.867938785263357104e-01,2.361334561174058422e+01,6.640253877878611322e-01,2.358727962103043296e+01,4.574336894780497431e-01,-2.444285076836646908e+02
5.640974999999999682e+02,1.451051276520259892e-01,4.096617145601604904e+01,-4.660058234173792835e-01,2.367050593831953975e+01,7.123867228519713546e-01,2.358922202560809822e+01,3.070379229068580518e-01,-2.436758598504958684e+02
5.645549999999999500e+02,1.455931799965840268e-01,4.100204665462863574e+01,-4.436442003626007713e-01,2.372609618205046544e+01,7.585278544724501915e-01,2.358846857138085795e+01,1.845683147331866614e-01,-2.429185792751885060e+02
5.650125000000000455e+02,1.458870074458354926e-01,4.103796656841605284e+01,-4.198362273621651375e-01,2.378003920485995693e+01,8.023054995921683474e-01,2.358520378780479732e+01,8.991986734857378150e-02,-2.421585708088402669e+02
5.654700000000000273e+02,1.459919176251188999e-01,4.107394314416178105e+01,-3.947114518527616855e-01,2.383226786273207054e+01,8.435915125699916528e-01,2.357961768094458321e+01,2.286296605648475977e-02,-2.413976909147968399e+02
5.659275000000000091e+02,1.459138506707653438e-01,4.110998766364937751e+01,-3.684009864218004138e-01,2.388272483667790524e+01,8.822727664298779526e-01,2.357190451030685097e+01,-1.694915933085301696e-02,-2.406377405415684336e+02
5.663849999999999909e+02,1.456593054069892645e-01,4.114611072561369554e+01,-3.410367954051932160e-01,2.393136241130094177e+01,9.182509424556100086e-01,2.356226163487833958e+01,-2.997276135751538936e-02,-2.398804589361155877e+02
5.668424999999999727e+02,1.452352679868555707e-01,4.118232223523369839e+01,-3.127510344389108354e-01,2.397814220916314554e+01,9.514422405279527872e-01,2.355088843324011449e+01,-1.676579549082451298e-02,-2.391275183617558469e+02
5.672999999999999545e+02,1.446491436609258774e-01,4.121863140045768858e+01,-2.836754439647614090e-01,2.402303488887133653e+01,9.817770223607947822e-01,2.353798530089620655e+01,2.201987130498138379e-02,-2.383805196753088751e+02
5.677575000000000500e+02,1.439086922226963383e-01,4.125504673441415804e+01,-2.539407967125476007e-01,2.406601981438804572e+01,1.009199399360332539e+00,2.352375272635323356e+01,8.564618100303719728e-02,-2.376409887102892640e+02
5.682150000000000318e+02,1.430219675437105487e-01,4.129157606314362994e+01,-2.236763983435430536e-01,2.410708470258090230e+01,1.033666776220677708e+00,2.350839044607290873e+01,1.732964624930350417e-01,-2.369103734072258476e+02
5.686725000000000136e+02,1.419972615148503148e-01,4.132822653788594636e+01,-1.930096397026964672e-01,2.414622525545589582e+01,1.055149360645244228e+00,2.349209667716049310e+01,2.840828070131391492e-01,-2.361900416281973207e+02
5.691299999999999955e+02,1.408430525892039598e-01,4.136500465116688474e+01,-1.620655985239680963e-01,2.418344478291033184e+01,1.073629648749092835e+00,2.347506742558118731e+01,4.170531919741248261e-01,-2.354812795903072526e+02
5.695874999999999773e+02,1.395679590331862507e-01,4.140191625595240055e+01,-1.309666879367329395e-01,2.421875382120517273e+01,1.089101894806016935e+00,2.345749586679368193e+01,5.711983146110616305e-01,-2.347852908519881510e+02
5.700449999999999591e+02,1.381806968995315243e-01,4.143896658717212489e+01,-9.983234873619581395e-02,2.425216975170392431e+01,1.101571573068435006e+00,2.343957179495453857e+01,7.454581067937451344e-01,-2.341031957863735613e+02
5.705025000000000546e+02,1.366900426553470937e-01,4.147616028495237828e+01,-6.877878209796482734e-02,2.428371642378229822e+01,1.111054838435729275e+00,2.342148113627238359e+01,9.387279114178713746e-01,-2.334360314774692995e+02
5.709600000000000364e+02,1.351048003352572913e-01,4.151350141894842949e+01,-3.791871922399017714e-02,2.431342378517886971e+01,1.117577991801847137e+00,2.340340552165993415e+01,1.149864309072715640e+00,-2.327847519772779208e+02
5.714175000000000182e+02,1.334337730210923001e-01,4.155099351321510426e+01,-7.361224297761335099e-03,2.434132752245044173e+01,1.121176954981400353e+00,2.338552191353565846e+01,1.377690591155007693e+00,-2.321502288651181800e+02
5.718750000000000000e+02,1.316857384054140878e-01,4.158863957110826703e+01,2.278847290727410019e-02,2.436746871361392408e+01,1.121896759218903084e+00,2.336800228144958780e+01,1.621001882174871955e+00,-2.315332520541128360e+02
5.723324999999999818e+02,1.298694281527450201e-01,4.162644209976931364e+01,5.242911839860388279e-02,2.439189349452237110e+01,1.119791050433432744e+00,2.335101332114177097e+01,1.878569919710909142e+00,-2.309345307940056387e+02
5.727899999999999636e+02,1.279935107364513769e-01,4.166440313379646199e+01,8.146355285858726536e-02,2.441465274001258479e+01,1.114921613544185286e+00,2.333471621166199128e+01,2.149147505397145164e+00,-2.303546948238974608e+02
5.732474999999999454e+02,1.260665774080532431e-01,4.170252425776979521e+01,1.097988114858614583e-01,2.443580176040514473e+01,1.107357917479027565e+00,2.331926640528550365e+01,2.431472644460672239e+00,-2.297942956332075823e+02
5.737050000000000409e+02,1.240971309318831123e-01,4.174080662734606761e+01,1.373462080325412171e-01,2.445540001351924531e+01,1.097176681771043327e+00,2.330481344513273712e+01,2.724272394670652186e+00,-2.292538077939578045e+02
5.741625000000000227e+02,1.220935767101894581e-01,4.177925098870068155e+01,1.640214060957780051e-01,2.447351083198681820e+01,1.084461465022407589e+00,2.329150080563036695e+01,3.026266448285609645e+00,-2.287336303323066886e+02
5.746200000000000045e+02,1.200642159130217573e-01,4.181785769614247528e+01,1.897444804943015373e-01,2.449020116531814395e+01,1.069302274938203956e+00,2.327946575123179329e+01,3.336170472612969284e+00,-2.282340881120961740e+02
5.750774999999999864e+02,1.180172402314457053e-01,4.185662672777955606e+01,2.144399713213683001e-01,2.450554133587408145e+01,1.051795199123046309e+00,2.326883920912935366e+01,3.652699236271674366e+00,-2.277554332078800030e+02
5.755349999999999682e+02,1.159607278686218268e-01,4.189555769916426442e+01,2.380369330053266064e-01,2.451960480764897810e+01,1.032042055373464384e+00,2.325974565204669275e+01,3.974569549170073213e+00,-2.272978462495489111e+02
5.759924999999999500e+02,1.139026403995222481e-01,4.193464987489060292e+01,2.604689804418693910e-01,2.453246796654558892e+01,1.010150059799970190e+00,2.325230298756958902e+01,4.300503044651789786e+00,-2.268614377251453504e+02
5.764500000000000455e+02,1.118508201335699503e-01,4.197390217815965485e+01,2.816743339859008044e-01,2.454420991064215229e+01,9.862315107640703404e-01,2.324662245087371915e+01,4.629228832247870074e+00,-2.264462492327380119e+02
5.769075000000000273e+02,1.098129876344740713e-01,4.201331319837302658e+01,3.015958648046941359e-01,2.455491224880283596e+01,9.604034863154614632e-01,2.324280849812035754e+01,4.959486049070983782e+00,-2.260522546763924367e+02
5.773650000000000091e+02,1.077967390692653737e-01,4.205288119685133807e+01,3.201811418127928355e-01,2.456465890586225242e+01,9.327875525702862269e-01,2.324095869821561777e+01,5.290026337087676112e+00,-2.256793614051766497e+02
5.778224999999999909e+02,1.058095430754410898e-01,4.209260411080853714e+01,3.373824811167446258e-01,2.457353593252761570e+01,9.035094802631933320e-01,2.324116362106315847e+01,5.619616272377845334e+00,-2.253274112978416781e+02
5.782799999999999727e+02,1.038587368639227321e-01,4.213247955575116066e+01,3.531569986145265960e-01,2.458163131808611013e+01,8.726989665575498600e-01,2.324350672088649006e+01,5.947039771019400511e+00,-2.249961817993618922e+02
5.787374999999999545e+02,1.019515212991089215e-01,4.217250482649802024e+01,3.674666661027992109e-01,2.458903480396916663e+01,8.404893590801613135e-01,2.324806421363996733e+01,6.271100494508952572e+00,-2.246853869187585815e+02
5.791950000000000500e+02,1.000949547243312338e-01,4.221267689704531989e+01,3.802783709618517971e-01,2.459583769622957306e+01,8.070173790830238447e-01,2.325490494798338048e+01,6.590624275550665878e+00,-2.243946782006949547e+02
5.796525000000000318e+02,9.829594533638434661e-02,4.225299241952725993e+01,3.915639792091040738e-01,2.460213267500744649e+01,7.724228406132234159e-01,2.326409026974486594e+01,6.904461582751742377e+00,-2.241236456861320789e+02
5.801100000000000136e+02,9.656124194020947182e-02,4.229344772254446383e+01,4.013004014276073672e-01,2.460801359911405939e+01,7.368483625880376531e-01,2.327567388024971606e+01,7.211490040197693574e+00,-2.238718188798591484e+02
5.805674999999999955e+02,9.489742295501236991e-02,4.233403880915221151e+01,4.094696608126559556e-01,2.461357530394669624e+01,7.004390707462376797e-01,2.328970168934375096e+01,7.510617015020231158e+00,-2.236386677450123841e+02
5.810249999999999773e+02,9.331088357568406710e-02,4.237476135481291806e+01,4.160589623090436562e-01,2.461891339104858645e+01,6.633422865535145707e-01,2.330621166438161751e+01,7.800782283056310717e+00,-2.234236037466358482e+02
5.814824999999999591e+02,9.180782103579089581e-02,4.241561070563451352e+01,4.210607615601903442e-01,2.462412400777132504e+01,6.257072003017859485e-01,2.332523367688809302e+01,8.080960779371995528e+00,-2.232259809680259366e+02
5.819400000000000546e+02,9.039421795615708299e-02,4.245658187722094823e+01,4.244728321482448830e-01,2.462930361565680926e+01,5.876845258526118831e-01,2.334678934902407477e+01,8.350165436948548958e+00,-2.230450973248929927e+02
5.823975000000000364e+02,8.907582380569896430e-02,4.249766955446642669e+01,4.262983293721244737e-01,2.463454874635061742e+01,5.494261347267120899e-01,2.337089190239402825e+01,8.607450113144547998e+00,-2.228801959033249602e+02
5.828550000000000182e+02,8.785813454536167688e-02,4.253886809262493784e+01,4.265458486056717957e-01,2.463995574408292555e+01,5.110846675565814401e-01,2.339754601212157681e+01,8.851912599680861859e+00,-2.227304664480798806e+02
5.833125000000000000e+02,8.674637056718841055e-02,4.258017151998274130e+01,4.252294760824298914e-01,2.464562049400024790e+01,4.728131212700802388e-01,2.342674766947455467e+01,9.082697707937095188e+00,-2.225950470278208115e+02
5.837699999999999818e+02,8.574545308587852577e-02,4.262157354245024976e+01,4.223688297947696957e-01,2.465163813591335540e+01,4.347644107872069008e-01,2.345848405664954228e+01,9.299000417233806104e+00,-2.224730259035425490e+02
5.842274999999999636e+02,8.485997918482177105e-02,4.266306755037540910e+01,4.179890880536963893e-01,2.465810276332963369e+01,3.970909044654143405e-01,2.349273343761068844e+01,9.500069069664290211e+00,-2.223634436255770765e+02
5.846849999999999454e+02,8.409419575994732388e-02,4.270464662786155685e+01,4.121210031563699583e-01,2.466510710796895012e+01,3.599439330345709509e-01,2.352946506911461100e+01,9.685208590901499548e+00,-2.222652953831563707e+02
5.851425000000000409e+02,8.345197264661421976e-02,4.274630356484440341e+01,4.048008975441463320e-01,2.467274221031223647e+01,3.234732723125278153e-01,2.356863913623609008e+01,9.853783712315507870e+00,-2.221775336285444098e+02
5.856000000000000227e+02,8.293677525592130229e-02,4.278803087215246848e+01,3.960706398072684764e-01,2.468109707710524248e+01,2.878266005760209412e-01,2.361020671683071370e+01,1.000522216581609136e+01,-2.220990709952574207e+02
5.860575000000000045e+02,8.255163708179605320e-02,4.282982079973916711e+01,3.859775979198218354e-01,2.469025832711923485e+01,2.531489320851882940e-01,2.365410977941476389e+01,1.013901781910410271e+01,-2.220287835267310754e+02
5.865149999999999864e+02,8.229913247286402278e-02,4.287166535822832003e+01,3.745745671581455771e-01,2.470030982686886745e+01,2.195820289029457584e-01,2.370028121891800410e+01,1.025473371554961233e+01,-2.219655142281762039e+02
5.869724999999999682e+02,8.218135009328170204e-02,4.291355634387011264e+01,3.619196702876330551e-01,2.471133231837877986e+01,1.872637938157004911e-01,2.374864493464588477e+01,1.035200497988163093e+01,-2.219080769500330632e+02
5.874299999999999500e+02,8.219986751667995861e-02,4.295548536694942499e+01,3.480762277798025717e-01,2.472340304148323398e+01,1.563276478251550972e-01,2.379911595458228746e+01,1.043054154828139346e+01,-2.218552606067063380e+02
5.878875000000000455e+02,8.235572741548194409e-02,4.299744388363178871e+01,3.331125960682411180e-01,2.473659535352360450e+01,1.269018963456232663e-01,2.385160060986531150e+01,1.049013067943836575e+01,-2.218058337289476185e+02
5.883450000000000273e+02,8.264941581734830400e-02,4.303942323116967117e+01,3.171019721482092879e-01,2.475097834966161159e+01,9.910908887890824970e-02,2.390599676286310427e+01,1.053063920177782542e+01,-2.217585493425306993e+02
5.888025000000000091e+02,8.308084289658600186e-02,4.308141466633104955e+01,3.001221631803493439e-01,2.476661648736123666e+01,7.306537754312500410e-02,2.396219409178467430e+01,1.055201545144243269e+01,-2.217121501598078055e+02
5.892599999999999909e+02,8.364932676977440695e-02,4.312340940684218538e+01,2.822553201740401474e-01,2.478356921887266040e+01,4.887988038748247721e-02,2.402007443415760335e+01,1.055429085581992688e+01,-2.216653740643874926e+02
5.897174999999999727e+02,8.435358073733324746e-02,4.316539867557627019e+01,2.635876352872559281e-01,2.480189063579741315e+01,2.665405590973355526e-02,2.407951219081949645e+01,1.053758111847996304e+01,-2.216169598626768504e+02
5.901749999999999545e+02,8.519170439341218481e-02,4.320737374714828150e+01,2.442090027897062809e-01,2.482162912999284998e+01,6.481095599146149445e-03,2.414037479129253683e+01,1.050208696342007109e+01,-2.215656532695597321e+02
5.906325000000000500e+02,8.616117898956032750e-02,4.324932599652150600e+01,2.242126442820174814e-01,2.484282707518856270e+01,-1.155465837072554638e-02,2.420252322055734595e+01,1.044809439952341812e+01,-2.215102130890577143e+02
5.910900000000000318e+02,8.725886738557890598e-02,4.329124694916279026e+01,2.036946993441196563e-01,2.486552053372772519e+01,-2.737826297891314195e-02,2.426581260632573844e+01,1.037597447008196561e+01,-2.214494175447087230e+02
5.915475000000000136e+02,8.848101887693568535e-02,4.333312833224128724e+01,1.827537833771686326e-01,2.488973899280853885e+01,-4.092468433941401362e-02,2.433009286495107659e+01,1.028618245718670288e+01,-2.213820707087442372e+02
5.920049999999999955e+02,8.982327911350004856e-02,4.337496212631009485e+01,1.614905150102294851e-01,2.491550513447051785e+01,-5.213926051241374315e-02,2.439520940311575714e+01,1.017925651663601805e+01,-2.213070089739728985e+02
5.924624999999999773e+02,9.128070526061697609e-02,4.341674061687805164e+01,1.400070160365715910e-01,2.494283464335910949e+01,-6.097811004182515648e-02,2.446100387143580335e+01,1.005581572570297233e+01,-2.212231075079653522e+02
5.929199999999999591e+02,9.284778647226618609e-02,4.345845644524883511e+01,1.184063874182268300e-01,2.497173605599780899e+01,-6.740847947880068691e-02,2.452731496513322185e+01,9.916557533573199024e+00,-2.211292866256466993e+02
5.933775000000000546e+02,9.451846966608286327e-02,4.350010265798718478e+01,9.679216544600270644e-02,2.500221065490196892e+01,-7.140902365565028609e-02,2.459397926596663453e+01,9.762254612281003219e+00,-2.210245180139046681e+02
5.938350000000000364e+02,9.628619050093598086e-02,4.354167275436998352e+01,7.526776262204243340e-02,2.503425241039851201e+01,-7.297001313608561524e-02,2.466083211872731340e+01,9.593751114579616157e+00,-2.209078307405690680e+02
5.942925000000000182e+02,9.814390937358215272e-02,4.358316073118281508e+01,5.393589827097437783e-02,2.506784797245983754e+01,-7.209346405328624641e-02,2.472770853479118713e+01,9.411958353938697286e+00,-2.207783169799552638e+02
5.947500000000000000e+02,1.000841521625710079e-01,4.362456112424787591e+01,3.289802423467341058e-02,2.510297671424252997e+01,-6.879318646444430863e-02,2.479444411451915542e+01,9.217849930824463911e+00,-2.206351373883768758e+02
5.952074999999999818e+02,1.020990553625839153e-01,4.366586904609944497e+01,1.225375126672843297e-02,2.513961082834692107e+01,-6.309474838030930399e-02,2.486087597972613494e+01,9.012456338251787713e+00,-2.204775260655289628e+02
5.956649999999999636e+02,1.041804151758506519e-01,4.370708021927026721e+01,-7.899718080257375416e-03,2.517771547609531879e+01,-5.503535373488693816e-02,2.492684370700824203e+01,8.796859088077599864e+00,-2.203047950414168668e+02
5.961224999999999454e+02,1.063197400515994706e-01,4.374819100470897837e+01,-2.746814422441436199e-02,2.521724898938299830e+01,-4.466363374754355603e-02,2.499219025245438175e+01,8.572184407518037119e+00,-2.201163382335588210e+02
5.965800000000000409e+02,1.085083061013798200e-01,4.378919842491880843e+01,-4.636078717081963674e-02,2.525816312390361063e+01,-3.203935234466791931e-02,2.505676285817238380e+01,8.339596562618549314e+00,-2.199116348254075035e+02
5.970375000000000227e+02,1.107372147667406020e-01,4.383010018148367948e+01,-6.449091931689845958e-02,2.530040336180127625e+01,-1.723302754203282633e-02,2.512041393114261112e+01,8.100290871761378853e+00,-2.196902520241970080e+02
5.974950000000000045e+02,1.129974520695905676e-01,4.387089466673356952e+01,-8.177630905071209266e-02,2.534390926108260089e+01,-3.254719037142562348e-04,2.518300188517252636e+01,7.855486477552993563e+00,-2.194518471645649811e+02
5.979524999999999864e+02,1.152799487508077564e-01,4.391158096939221167e+01,-9.813967011106859706e-02,2.538861484844138516e+01,1.859274363454838791e-02,2.524439193716529672e+01,7.606418949515320271e+00,-2.191961691332265900e+02
5.984099999999999682e+02,1.175756405849075203e-01,4.395215887414374833e+01,-1.135090721359915678e-01,2.543444905152534830e+01,3.942189719357722111e-02,2.530445684951302354e+01,7.354332792710144950e+00,-2.189230590993116436e+02
5.988674999999999500e+02,1.198755281584287652e-01,4.399262885515030774e+01,-1.278183083703524070e-01,2.548133616613021246e+01,6.205378824676450328e-02,2.536307761118577275e+01,7.100473938803257390e+00,-2.186324505447405500e+02
5.993250000000000455e+02,1.221707354119387079e-01,4.403299206364580698e+01,-1.410072171219788340e-01,2.552919635333857684e+01,8.637246752038230113e-02,2.542014405097249963e+01,6.846082295992652611e+00,-2.183243685987384310e+02
5.997825000000000273e+02,1.244525662725528281e-01,4.407325030982456582e+01,-1.530219542265283394e-01,2.557794616125528364e+01,1.122550164996133637e-01,2.547555537733487796e+01,6.592384432780662884e+00,-2.179989286902400067e+02
6.002400000000000091e+02,1.267125587436989387e-01,4.411340603932521987e+01,-1.638152144976732782e-01,2.562749906572636860e+01,1.395723679589287169e-01,2.552922064042518002e+01,6.340586467724199871e+00,-2.176563345411608452e+02
6.006974999999999909e+02,1.289425358668034038e-01,4.415346230469023681e+01,-1.733464008778535237e-01,2.567776602426897625e+01,1.681901585212028372e-01,2.558105911297255730e+01,6.091867233243059232e+00,-2.172968755322054051e+02
6.011549999999999727e+02,1.311346530364660146e-01,4.419342273224993534e+01,-1.815817407487613500e-01,2.572865603739077400e+01,1.979696040088565756e-01,2.563100058792854341e+01,5.847371776319986836e+00,-2.169209234807775601e+02
6.016124999999999545e+02,1.332814412126266945e-01,4.423329148493733953e+01,-1.884943495973195327e-01,2.578007671153232749e+01,2.287683882787500678e-01,2.567898559195561603e+01,5.608205252728165391e+00,-2.165289288775352077e+02
6.020700000000000500e+02,1.353758456570062219e-01,4.427307322158812042e+01,-1.940642429374115630e-01,2.583193481802499747e+01,2.604415563367774578e-01,2.572496551501471629e+01,5.375427264370626901e+00,-2.161214166340837153e+02
6.025275000000000318e+02,1.374112598950772146e-01,4.431277305331295224e+01,-1.982782980575938936e-01,2.588413684270811999e+01,2.928424027855067724e-01,2.576890265743380937e+01,5.150046681645812363e+00,-2.156989813990718403e+02
6.029850000000000136e+02,1.393815546944268680e-01,4.435239649755331470e+01,-2.011301677715444935e-01,2.593658952118602556e+01,3.258233470703165713e-01,2.581077019689302787e+01,4.933016984660705262e+00,-2.152622825035406038e+02
6.034424999999999955e+02,1.412811019280341140e-01,4.439194943044090991e+01,-2.026201488961589803e-01,2.598920035511836701e+01,3.592367875313454140e-01,2.585055207873126548e+01,4.725232148757192441e+00,-2.148120385987434702e+02
6.038999999999999773e+02,1.431047932782410770e-01,4.443143803807594594e+01,-2.027550086512010241e-01,2.604187810540203074e+01,3.929359269216938788e-01,2.588824283383194214e+01,4.527523091440214031e+00,-2.143490220507482320e+02
6.043574999999999591e+02,1.448480538145518748e-01,4.447086876733174421e+01,-2.015477725629037098e-01,2.609453325862894957e+01,4.267755628060250217e-01,2.592384732909039968e+01,4.340654689570133229e+00,-2.138740531561254556e+02
6.048150000000000546e+02,1.465068505499980134e-01,4.451024827676122442e+01,-1.990174777606934786e-01,2.614707846374698619e+01,4.606128370692484375e-01,2.595738045607072308e+01,4.165323367753698491e+00,-2.133879942418418523e+02
6.052725000000000364e+02,1.480776961558021299e-01,4.454958338815320218e+01,-1.951888957724418894e-01,2.619942893642745574e+01,4.943079396392413005e-01,2.598886676393824047e+01,4.002155251406536607e+00,-2.128917437103318377e+02
6.057300000000000182e+02,1.495576480671373665e-01,4.458888103924206803e+01,-1.900922290606553711e-01,2.625150282921238798e+01,5.277247624208295518e-01,2.601834004309322168e+01,3.851704871132990871e+00,-2.123862300876289453e+02
6.061875000000000000e+02,1.509443032715059585e-01,4.462814823802688835e+01,-1.837627855933819665e-01,2.630322156608641393e+01,5.607315003438999579e-01,2.604584286614010935e+01,3.714454398879847297e+00,-2.118724061286211509e+02
